장소명,lat,lon,힐링스팟자치구,대표자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,장소_해결태그,힐링점수,평균힐링점수,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
중랑상봉도서관,37.59291825816655,127.08084626925488,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 중랑구 동일로114길 10,,02-2209-0090,http://place.map.kakao.com/729961917,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
중소기업역사관,37.5767091229322,126.897875041301,마포구,마포구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 마포구 성암로 189,,02-2124-3393,http://place.map.kakao.com/23346353,카카오,소음,박물관,72.0,72.0,,소음|교통,소음+교통 취약형,역,True,1
중앙대학교 서울캠퍼스 중앙도서관,37.5047847636142,126.957977739725,동작구,동작구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 동작구 흑석로 84,,02-820-6180,http://place.map.kakao.com/10797399,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
중화문학도서관,37.6020548099718,127.077407878645,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관","교육,학문",,,02-3407-1400,http://place.map.kakao.com/1210158956,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
즐거운가작은도서관,37.4842606194004,127.130030270839,송파구,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 새말로 149,,070-4192-1318,http://place.map.kakao.com/17663974,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
즐거운도서관,37.49969993070047,127.05800117033048,강남구,강남구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 강남구 도곡로77길 23,,02-565-7533,http://place.map.kakao.com/8078327,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
지혜만들기작은도서관,37.5720536016625,127.005026012636,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 종로35가길 19,,02-2148-5285,http://place.map.kakao.com/26325264,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
지혜샘터작은도서관,37.4973425442697,126.934430703128,동작구,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 성대로10가길 5,,02-822-5656,http://place.map.kakao.com/1253727316,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
지혜의등대 작은도서관,37.6510177925277,127.037009734146,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 노해로 256,,02-6314-8937,http://place.map.kakao.com/1068661612,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
참새작은도서관,37.4571325204185,126.887020189459,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 한내로 69-15,,02-2104-5765,http://place.map.kakao.com/27042356,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창2동공립작은도서관,37.64141372635012,127.03564532549804,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 덕릉로59길 73-3,,02-2091-5908,http://place.map.kakao.com/21811967,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창3동공립작은도서관,37.636782461061024,127.04175886358,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 덕릉로60차길 12,,02-2091-5909,http://place.map.kakao.com/21811960,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창4동공립작은도서관,37.6522412787113,127.051542508791,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 노해로 390,,02-2091-5910,http://place.map.kakao.com/26301035,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창5동공립작은도서관,37.6563097164705,127.043594350294,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 도봉로136나길 20,,02-2091-5911,http://place.map.kakao.com/21811962,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창신소담도서관,37.57530405648125,127.01021094693026,종로구,종로구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 종로구 창신길 83,,,http://place.map.kakao.com/901727937,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
창조회복작은도서관,37.4995792810617,126.926021713705,동작구,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 상도로 50,,,http://place.map.kakao.com/1172004292,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책과의어울림금호작은도서관,37.4963627814444,127.116363555478,송파구,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 송파대로32길 15,,02-407-3589,http://place.map.kakao.com/1445438901,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책날다작은도서관,37.667104262984,127.032808173303,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 시루봉로 201,,02-904-2021,http://place.map.kakao.com/1496545584,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책누리작은도서관,37.6478067680623,127.080330096181,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 중계로 143,,02-2116-2629,http://place.map.kakao.com/21811938,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책마루작은도서관,37.54252738921281,126.83841186542683,강서구,강서구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강서구 강서로33가길 17,,02-2600-7577,http://place.map.kakao.com/21811860,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책소리작은도서관,37.5871107476738,127.083031951086,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중랑구 겸재로 138,,02-432-1691,http://place.map.kakao.com/750045157,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책이든거리 작은도서관,37.46626468786432,126.88840586793664,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",,,02-853-3327,http://place.map.kakao.com/26076033,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책이랑친구랑작은도서관,37.6212434977765,127.08353205168,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 노원로1길 68,,02-2116-2539,http://place.map.kakao.com/21811947,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책읽는나무의자,37.5292694899623,127.117926121905,송파구,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 토성로19길 7,,02-471-2310,http://place.map.kakao.com/21812103,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책읽는쉼터,37.510748390145,126.858975156854,양천구,양천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 양천구 목동동로 10,,02-2655-0427,http://place.map.kakao.com/21812139,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책읽는엄마 책읽는아이,37.5500447,127.013627,성동구,성동구,"교육,학문>어린이도서관","교육,학문",서울특별시 성동구 매봉18길 11 1층 어린이작은도서관,,,https://littlelibro.kr,네이버,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
천연동하늘샘작은도서관,37.5696218954768,126.96132812841,서대문구,서대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서대문구 독립문로 27,,02-3140-8334,http://place.map.kakao.com/1240877540,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
천왕이펜하우스6단지꿈터작은도서관,37.478509903375176,126.84153112745176,구로구,구로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 구로구 천왕로 9,,02-6083-2787,http://place.map.kakao.com/1931789439,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
천주교 서울대교구 역사관,37.5634826614344,126.986467540083,중구,중구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 중구 명동길 74,,02-6949-1890,http://place.map.kakao.com/860220539,카카오,소음,박물관,72.0,72.0,,소음|교통,소음+교통 취약형,역,True,1
청담도서관,37.52512207053224,127.04939487298878,강남구,강남구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 강남구 압구정로79길 26,,02-540-7042,http://place.map.kakao.com/12445606,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청소년도서관작공,37.62203887931766,126.92009636379824,은평구,은평구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 은평구 통일로 886,,070-7657-1533,http://place.map.kakao.com/1425737611,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청수도서관,37.6117509244959,127.01080487286,성북구,성북구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 성북구 보국문로16가길 20,,02-2038-4423,http://place.map.kakao.com/23736695,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청운문학도서관,37.5904038281362,126.96590530631,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 종로구 자하문로36길 40,,070-4680-4032,http://place.map.kakao.com/26186384,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청운문학도서관,37.5904171,126.965917,종로구,종로구,"교육,학문>도서관","교육,학문",서울특별시 종로구 자하문로36길 40,,,https://blog.naver.com/jn_jfac,네이버,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
초록길도서관,37.60400746296929,126.91256775145663,은평구,은평구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 은평구 연서로5길 28,,02-357-7279,http://place.map.kakao.com/26984340,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
초록나라작은도서관,37.684836156696655,127.0421814492445,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 도봉구 도봉로181길 65-8,,02-956-7956,http://place.map.kakao.com/1570985901,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
초록동작은도서관,37.54115871179057,126.84856339058136,강서구,강서구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강서구 초록마을로14길 36,,02-2065-7670,http://place.map.kakao.com/962013054,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
초록리본도서관,37.5555946579133,126.917989903012,마포구,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 동교로19길 4,,070-4676-5600,http://place.map.kakao.com/25782214,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
충현동알음알음작은도서관,37.56292783470519,126.96237741514904,서대문구,서대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서대문구 경기대로 40,,02-330-8164,http://place.map.kakao.com/21812020,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
통인어린이작은도서관,37.580427496629554,126.97061038327504,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 자하문로13길 20,,02-739-8444,http://place.map.kakao.com/14494842,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
트리니티작은도서관,37.4571732931459,126.900289268983,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 시흥대로72길 13,,02-802-5390,http://place.map.kakao.com/1883625726,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
파랑새작은도서관,37.5333444240092,127.14194081928,강동구,강동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강동구 천호대로186길 7,,02-489-2666,http://place.map.kakao.com/2065801686,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
평강마을도서관,37.53157437633232,127.07609160142248,광진구,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 광진구 자양번영로4길 13,,02-453-6238,http://place.map.kakao.com/21811884,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
평화나루도서관,37.5543335537671,126.948872434325,마포구,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 대흥로24바길 11,,02-716-0732,http://place.map.kakao.com/2050874822,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
포레나라곰작은도서관,37.5235134440319,126.905636705876,영등포구,영등포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 영등포구 국회대로50길 20,,02-2069-1625,http://place.map.kakao.com/1503296545,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
포수마을만화도서관,37.60056857394813,126.92747437620166,은평구,은평구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",,,070-4963-5212,http://place.map.kakao.com/2132486741,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
폭포책방 아름인도서관,37.58148026665822,126.93708880810308,서대문구,서대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서대문구 연희로 262-32,,02-3217-0693,http://place.map.kakao.com/208069466,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
푸른나무도서관,37.4750800179713,126.968512740182,관악구,관악구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 관악구 남부순환로 1978-1,,,http://place.map.kakao.com/583870567,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
푸른들청소년도서관,37.54465998988,126.835107606436,강서구,강서구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 강서구 강서로45다길 71,,02-2691-1630,http://place.map.kakao.com/11223899,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
풍납1동 바람드리 작은도서관,37.5380734576701,127.122072114706,송파구,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 천호대로152길 7,,02-477-4221,http://place.map.kakao.com/2061922173,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
풍납도서관,37.534141476525605,127.11582710569026,송파구,송파구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 송파구 풍성로8길 5,,02-475-0266,http://place.map.kakao.com/7957400,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
피치서가,37.52329104465081,127.0315391848732,강남구,강남구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강남구 논현로168길 39,,02-3789-0419,http://place.map.kakao.com/1902071871,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
필동작은도서관,37.56054612777464,126.99623107034388,중구,중구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중구 필동로 11,,02-2272-4005,http://place.map.kakao.com/1033487091,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
하계어린이도서관,37.636104497471,127.072424194967,노원구,노원구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 노원구 공릉로62길 18,,02-979-7644,http://place.map.kakao.com/1846722883,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
하늘사다리문고,37.50753363782897,126.96610137319811,동작구,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 현충로 111,,070-4070-7551,http://place.map.kakao.com/1238660831,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
학마을도서관,37.6620663711816,127.027767080951,도봉구,도봉구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 도봉구 시루봉로 128,,02-955-0655,http://place.map.kakao.com/12120008,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한국기독교역사문화관,37.62970744469556,126.92896749899384,은평구,은평구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 은평구 진관1로 94,,02-555-0933,http://place.map.kakao.com/441307517,카카오,소음,박물관,72.0,72.0,,소음|교통,소음+교통 취약형,역,True,1
한국영상자료원 영상도서관 상암본원,37.5804500836574,126.889895338794,마포구,마포구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 마포구 월드컵북로 400,,02-3153-2051,http://place.map.kakao.com/759416678,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한내행복 작은도서관,37.627487411900326,127.06311194290558,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 마들로3길 13,,070-4206-0061,http://place.map.kakao.com/2123739124,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한누리작은도서관,37.6404049637818,127.011284890234,강북구,강북구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강북구 인수봉로 243,,,http://place.map.kakao.com/829322753,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한식도서관,37.5784102772757,126.985838798128,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 북촌로 18,,02-6320-8491,http://place.map.kakao.com/1309392509,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한양대학교 역사관,37.5560110928729,127.044762662952,성동구,성동구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 성동구 왕십리로 222,,02-2220-0114,http://place.map.kakao.com/27259806,카카오,소음,박물관,72.0,72.0,,소음|교통,소음+교통 취약형,역,True,1
함께크는우리 작은도서관,37.56017528518654,127.15481843869362,강동구,강동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강동구 동남로81길 34,,02-428-4686,http://place.map.kakao.com/21811817,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
합정사랑작은도서관,37.5454226931172,126.912149638453,마포구,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 토정로 12-6,,,http://place.map.kakao.com/1013182143,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해뜰작은도서관,37.57486050271956,126.8197190669948,강서구,강서구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강서구 방화대로48길 40,,02-2662-6669,http://place.map.kakao.com/26908620,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해링턴북토피아작은도서관,37.62467986509847,127.0822456580712,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 공릉로34길 86,,070-4121-1820,http://place.map.kakao.com/1724656487,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해오름작은도서관,37.4702207654066,126.897052427783,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 시흥대로123길 11,,02-2104-5569,http://place.map.kakao.com/21811911,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해오름작은도서관,37.551701888885,127.12726383617,강동구,강동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강동구 상암로3길 28,,02-3426-3070,http://place.map.kakao.com/263226775,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해오름작은도서관,37.55590378168613,126.94253587901284,마포구,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 신촌로26길 10,,02-714-8080,http://place.map.kakao.com/21058070,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
햇살작은도서관,37.54621173251961,127.13171411104103,강동구,강동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강동구 천중로17길 42-16,,02-471-4192,http://place.map.kakao.com/21811828,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행궁마을 작은도서관,37.4507393645513,126.908330942807,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 금하로24길 6,,02-2104-5728,http://place.map.kakao.com/1957389105,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행당2동어린이작은도서관,37.5582540009407,127.029376378489,성동구,성동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 성동구 행당로9길 9,,02-2286-7303,http://place.map.kakao.com/21812073,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행복의계단,37.4962251240015,126.927947448843,동작구,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 보라매로 76,,062-597-6630,http://place.map.kakao.com/1937236571,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행복터작은도서관,37.573036076247,127.083386486195,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중랑구 답십리로81길 35,,02-433-6147,http://place.map.kakao.com/1972199661,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행복한도서관,37.50238708322741,127.06428218367142,강남구,강남구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 강남구 영동대로65길 24,,02-567-3833,http://place.map.kakao.com/8145941,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
행복한래미안작은도서관,37.49848963305969,126.95368507973411,동작구,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 상도로53길 8,,02-822-3720,http://place.map.kakao.com/912915563,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
향기나무도서관,37.6454769132004,127.070313267835,노원구,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 노원로 331,,02-2116-4448,http://place.map.kakao.com/1395143699,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
허브작은도서관,37.5360336723958,127.150146587445,강동구,강동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강동구 천호대로200길 15-12,,010-4737-1343,http://place.map.kakao.com/77978772,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
헬리오시티중앙도서관,37.49938556110961,127.11179720330269,송파구,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 송파대로 345,,070-7772-5473,http://place.map.kakao.com/851792996,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
현대카드 쿠킹라이브러리,37.5256468964208,127.035653522359,강남구,강남구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 강남구 압구정로46길 46,,02-513-2900,http://place.map.kakao.com/1283304257,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
혜성이야기도서관,37.59047001410472,127.00115830576064,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 혜화로6가길 34,,070-7578-7438,http://place.map.kakao.com/93984446,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
호롱불작은도서관 (휴관중),37.51916619240589,126.8705426462676,양천구,양천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",,,02-2645-5918,http://place.map.kakao.com/1421099942,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
홍은1동 햇살작은도서관,37.5932245337433,126.943896533002,서대문구,서대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서대문구 세검정로1길 45,,02-330-8461,http://place.map.kakao.com/1831066221,카카오,소음,도서관,72.0,72.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
