장소_해결태그,장소명,lat,lon,힐링스팟자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
숲,보글이 생태탕왕코다리 양재역점,37.4854129,127.0305018,서초구,"한식>해물,생선요리",한식,서울특별시 서초구 강남대로37길 56-18 서초에메랄드빌딩 1층,,,https://catchtable.co.kr/caplia,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
야경|공원,반포 한강공원,37.5100172,126.995032,서초구,"여행,명소>시민공원","여행,명소",서울특별시 서초구 신반포로11길 40 한강공원 반포 안내센터,,,http://hangang.seoul.go.kr/archives/46727,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
조용한 카페,길산종합빵집,37.482204,127.0421882,서초구,"카페,디저트>베이커리","카페,디저트",서울특별시 서초구 바우뫼로43길 18 1층 102호 길산 종합 빵집,서울특별시 서초구 양재동 3-18 1층 102호 길산 종합 빵집,,http://www.dunkindonuts.co.kr/,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
한강공원,반포한강공원 달빛광장,37.5113551338727,126.997629282491,서초구,"여행 > 관광,명소 > 광장",여행,서울 서초구 신반포로11길 40,,02-3780-0541,http://place.map.kakao.com/7813554,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
감성카페,클레멘타인,37.5475434946272,127.039778497426,성동구,음식점 > 카페,음식점,서울 성동구 서울숲2길 5-1,,070-8802-3511,http://place.map.kakao.com/212004695,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
공원,서울숲 꿀벌정원,37.5418074658339,127.040565255834,성동구,여행 > 공원 > 도시근린공원,여행,서울특별시 성동구,,02-2286-6094,http://place.map.kakao.com/396249902,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲|정원,True,3
공원|산책하기 좋은 곳,살곶이체육공원,37.55453498812226,127.04993147559006,성동구|광진구,여행 > 공원 > 도시근린공원,여행,서울 성동구 금호산9길 9,,02-2286-6090,http://place.map.kakao.com/8100577,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
공원|수목원,서울숲,37.5419644,127.0385663,성동구,"여행,명소>숲,숲길","여행,명소",서울특별시 성동구 뚝섬로 273,,,https://parks.seoul.go.kr/,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
도서관,금호1가동숲속작은도서관,37.5548607125147,127.02164763027,성동구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 성동구 행당로 15,,02-2286-7993,http://place.map.kakao.com/824700256,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
도시숲,서울숲 윈터숲벤치정원,37.5439645,127.0387524,성동구,"여행,명소>도시,테마공원","여행,명소",서울특별시 성동구,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲|정원,True,3
복합문화공간|서울숲,서울숲씨어터,37.5456773288432,127.042914261633,성동구,"문화,예술 > 문화시설 > 공연장,연극극장","문화,예술",서울 성동구 서울숲2길 32-14,,070-4120-1310,http://place.map.kakao.com/1772440780,카카오,안전|환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
북카페,어바웃더챕터,37.547119,127.0431851,성동구,"카페,디저트>북카페","카페,디저트",서울특별시 성동구 서울숲4길 20-1 지하1층,,,https://www.instagram.com/about_the_chapter,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
산책로,독서당공원벚꽃산책로,37.5509202,127.0288697,성동구,"도시,테마공원>부속시설","도시,테마공원",서울특별시 성동구,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로|산책코스,남산자락숲길2구간,37.5480749,127.0107125,성동구,"여행,명소>도보코스","여행,명소",서울특별시 성동구 옥수동 428-6,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
산책하기 좋은 곳,서울숲 바람의언덕,37.5437319064063,127.035245720315,성동구,여행 > 공원시설물,여행,,,02-460-2905,http://place.map.kakao.com/18059792,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책|숲,True,3
생태공원,서울숲생태학습장,37.548577,127.0389317,성동구,자연공원>부속시설,자연공원,서울특별시 성동구 뚝섬로 273,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
서울숲,서울숲복합문화체육센터,37.54922235270092,127.04153116737272,성동구,"스포츠,레저 > 스포츠시설","스포츠,레저",서울 성동구 왕십리로11길 19,,02-2204-6600,http://place.map.kakao.com/940139197,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
식물원,뚝섬유수지체육공원 정수식물원,37.5491362479083,127.040404008064,성동구,"여행 > 관광,명소 > 수목원,식물원",여행,서울 성동구 서울숲길 25,,,http://place.map.kakao.com/27587169,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
조용한,5to7 성수본점,37.5461191,127.0432656,성동구,"음식점>카페,디저트",음식점,서울특별시 성동구 서울숲2길 44-13 1층,,,http://www.instagram.com/5to7__seongsu,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
조용한 카페,어바웃더챕터,37.54714947174664,127.04315953289952,성동구,음식점 > 카페 > 테마카페 > 북카페,음식점,서울 성동구 서울숲4길 20-1,서울특별시 성동구 성수동1가 656-302 케이티링커스,0507-1360-6492,http://place.map.kakao.com/480095116,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페|숲,True,2
한강공원,이촌 한강공원배드민턴장,37.5411969,127.0200349,성동구,"스포츠,오락>배드민턴장","스포츠,오락",서울특별시 성동구,,,https://www.instagram.com/hangangbus_official/,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
힐링,그린랩,37.5468494,127.0405933,성동구,"음식점>카페,디저트",음식점,서울특별시 성동구 서울숲2길 18-11,,,https://www.obud.co/class/d2adfbce-2287-4138-bebd-f81d8b89f331?tab=home,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
산책하기 좋은 곳,정릉숲산책길,37.60209997377461,127.00318442108694,성북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563590,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
사람,동네사람,37.6063344,127.0107827,성북구,음식점>한식,음식점,서울특별시 성북구 보국문로 19,,,https://www.instagram.com/dongnesaram_,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,사람,True,1
산책로|산책코스,북악하늘길2코스,37.6032815,126.9855104,성북구,"여행,명소>도보코스","여행,명소",서울특별시 성북구 대사관로 1,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
한강,한강로칼국수 현대백화점미아점,37.6083209,127.0291131,성북구,"음식점>한식>칼국수,만두",음식점,서울특별시 성북구 동소문로 315 현대백화점미아점 지하1층,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
박물관|복합문화공간,의릉역사문화관,37.6038869047302,127.059686671449,성북구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 성북구 화랑로32길 146-20,,,http://place.map.kakao.com/815312586,카카오,소음|안전,,소음|교통|안전,소음+교통 취약형|안전+교통 취약형,역,True,1
쉼터,성북역사문화공원,37.592464,126.9979385,성북구,"여행,명소>도시,테마공원","여행,명소",,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원|역,True,3
조용한,수연산방,37.5951076,126.9948325,성북구,"카페,디저트>차","카페,디저트",서울특별시 성북구 성북로26길 8 상허 이태준 가옥,,,https://blog.naver.com/sooyeonsanbang1998,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
산책로,개운산,37.5966301,127.0280274,성북구,"여행,명소>산","여행,명소",서울특별시 성북구 종암동,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
조용한 카페,스타벅스 한성대입구역점,37.5891161,127.0049472,성북구,"카페,디저트>카페","카페,디저트",서울특별시 성북구 성북로 11 (성북동1가),,,http://www.starbucks.co.kr/,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
따릉이,상월곡역 1번출구 대여소,37.60606750207725,127.04731698433534,성북구,"스포츠,레저 > 자전거,싸이클 > 자전거대여소","스포츠,레저",서울 성북구 화랑로15길 4,,,http://place.map.kakao.com/2004290716,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,역|자전거,True,2
도서관,보문숲길도서관,37.58425295063693,127.01626135085068,성북구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 성북구 보문사길 20,,02-6953-0279,http://place.map.kakao.com/1086359001,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
숲길,보문숲길도서관,37.5843532,127.0166305,성북구,"교육,학문>도서관","교육,학문",서울특별시 성북구 보문사길 20 보문종문화체험관 지하1층,서울특별시 성북구 보문동3가 168 보문종문화체험관 지하1층,,https://www.sblib.seoul.kr/bmlib/index.do,네이버,교통,,소음|교통|안전,소음+교통 취약형|안전+교통 취약형,도서관|숲,True,2
서울숲,서울둘레길 19코스 사색에 잠겨 걷는 호젓한 숲길,37.6172825582899,127.002656111514,성북구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 서울둘레길",여행,,,,http://place.map.kakao.com/1371832206,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲,차이나칸 북서울꿈의숲점,37.6228519,127.0485412,성북구,중식>중식당,중식,서울특별시 성북구 월계로40길 7 센트럴타운지하1층차이나칸,,,https://blog.naver.com/coan1233,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
공원,솔숲어린이공원,37.6049317702278,127.015052962115,성북구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/550756508,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
생태공원,숲같이,37.5872746,127.0036505,성북구,"여행,명소>체험여행","여행,명소",서울특별시 성북구 보문로35길 62,,,https://blog.naver.com/seoulwalkguide,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
박물관|복합문화공간|산책하기 좋은 곳,한국가구박물관 (휴관중),37.60001763264553,126.99322140350704,성북구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 성북구 대사관로 121,,02-745-0181,http://place.map.kakao.com/8141776,카카오,소음|안전|교통,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
공원,성북역사문화공원,37.59243506112357,126.9976946505033,성북구,여행 > 공원 > 도시근린공원,여행,,,02-2241-3682,http://place.map.kakao.com/789661385,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원,파리크라상 올림픽공원점,37.5163835,127.129985,송파구,"카페,디저트>베이커리","카페,디저트",서울특별시 송파구 올림픽로 424 올림픽공원 만남의 광장 편익C동 1층,,02-448-7330,https://pariscroissantorder.com,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,개롱근린공원,37.4936842427452,127.130856259436,송파구,여행 > 공원 > 도시근린공원,여행,서울 송파구 중대로10길 29,,02-410-1114,http://place.map.kakao.com/8177108,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
녹지,연결녹지대,37.4931191,127.1478209,송파구,"여행,명소>근린공원","여행,명소",,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
녹지|도시숲,사단법인 도시공원협회,37.5096766,127.1177053,송파구,"협회,단체","협회,단체",서울특별시 송파구 가락로 239 풍원빌딩 3층,,,http://www.parks.or.kr,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
도서관,송파구 잠실근린공원 스마트도서관,37.5057490783696,127.083851066652,송파구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 송파구 송파대로28길 39,,02-448-9116,http://place.map.kakao.com/1975630755,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
도시숲,도시와숲디엔씨,37.477799,127.1229626,송파구,"서비스,산업>기업","서비스,산업",서울특별시 송파구 충민로 52,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
복합문화공간,올림픽공원 88잔디마당,37.5188282772652,127.125316652705,송파구,"문화,예술 > 문화시설 > 공연장,연극극장","문화,예술",서울 송파구 올림픽로 424,,02-2180-3518,http://place.map.kakao.com/7937737,카카오,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원,True,1
북카페,놀숲 문정로데오점,37.4894171511432,127.124105106504,송파구,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲","가정,생활",서울 송파구 동남로4길 7-1,,02-403-2026,http://place.map.kakao.com/756111237,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
산책코스,송파둘레길한강길,37.518319,127.08454,송파구,"여행,명소>도보코스","여행,명소",서울특별시 송파구 한가람로 65 한강사업본부 잠실안내센터,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|한강,True,2
산책하기 좋은 곳,가락근린공원,37.4980626900224,127.124598900151,송파구,여행 > 공원 > 도시근린공원,여행,서울 송파구 양재대로64길 42,,02-2147-2000,http://place.map.kakao.com/8693840,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
생태공원,방이동 보전지역,37.5113466,127.1400188,송파구,"여행,명소>자연,생태공원","여행,명소",서울특별시 송파구 동남로 397,,,http://www.gdsports.or.kr,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,장지공원유아숲체험원,37.48382314461302,127.13448880239343,송파구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",서울 송파구 위례송파로 40,,02-2147-3402,http://place.map.kakao.com/1805874467,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
쉼터,성내천쉼터,37.501241,127.147832,송파구,"레져,체육시설>공원","레져,체육시설",,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
야경,시크릿한강,37.5194184,127.076014,송파구,"음식점>카페,디저트",음식점,서울특별시 송파구 백제고분로 2,,,https://blog.naver.com/thesecretcafe,네이버,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,한강,True,1
조용한 카페,뷰클런즈,37.5083451,127.1096044,송파구,"음식점>카페,디저트",음식점,서울특별시 송파구 백제고분로43길 10 1층,서울특별시 송파구 송파동 45-18 1층,,https://smartstore.naver.com/swedencoffee,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
피크닉 장소,올림픽공원피크닉,37.51602773528499,127.11303799772304,송파구,여행 > 체험여행,여행,서울 송파구 위례성대로2길 14,,010-2674-8190,http://place.map.kakao.com/373251206,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
피크닉명소,올림픽공원피크닉,37.5158265,127.1141275,송파구,"임대,대여>소품대여","임대,대여",서울특별시 송파구 오금로11길 61-17 2층 203-35호,,,https://www.instagram.com/montmartrepicnic,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
한강공원,광나루한강공원 광나루야구장,37.5385544131249,127.11320664025,송파구,"스포츠,레저 > 야구 > 야구장","스포츠,레저",서울특별시 송파구 백제고분로 2 잠실 이크루즈,,02-3780-0833,http://place.map.kakao.com/24025018,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
공원,목동마중숲,37.531839365475,126.885968554341,양천구,여행 > 공원,여행,서울특별시 양천구 목동동로 377 (목동),서울특별시 양천구 목동 908-29 하이베라스112호 유어스베이크샵 본점,02-2620-3585,http://place.map.kakao.com/410110641,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,서서울호수공원,37.5283197900701,126.830251743957,양천구,여행 > 공원 > 도시근린공원,여행,서울 양천구 남부순환로64길 20,,02-2604-3004,http://place.map.kakao.com/18164705,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,넘은들공원 책쉼터,37.51249216006292,126.84079988591668,양천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 양천구 목동동로 135,,010-9809-0596,http://place.map.kakao.com/1333185469,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
도시숲,목동마중숲공원,37.531912,126.8859357,양천구,"여행,명소>도시,테마공원","여행,명소",서울특별시 양천구 목동 911-7,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
복합문화공간,양천근린공원 야외무대,37.5182805233801,126.868114420452,양천구,"문화,예술 > 문화시설 > 공연장,연극극장","문화,예술",서울 양천구 목동동로 지하 111,,,http://place.map.kakao.com/335249360,카카오,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원,True,1
복합문화공간|전시회,큐레이터의아뜰리에,37.5360175,126.8276788,양천구,"문화,예술>갤러리,화랑","문화,예술",서울특별시 양천구 가로공원로 105 정헌빌딩 4층,,,https://www.curator-atelier49.com/,네이버,안전|소음,소음취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
북카페,커피랑도서관 목동파리공원점,37.5374681924941,126.881671745505,양천구,음식점 > 카페 > 테마카페 > 북카페 > 커피랑도서관,음식점,서울 양천구 목동서로 37,,02-2061-1379,http://place.map.kakao.com/1440664454,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
북카페|서울숲,숲속북카페,37.506191640228856,126.835681971816,양천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 양천구 신정로 110,,,http://place.map.kakao.com/698177137,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
산,계남근린공원,37.509934,126.8558772,양천구,"여행,명소>근린공원","여행,명소",서울특별시 양천구 중앙로17길 21,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
산책하기 좋은 곳,구로지양산숲나들길,37.51423030750184,126.82435212191209,양천구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563562,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
생태공원,궁동저수지생태공원,37.5014063420903,126.828661553307,양천구,여행 > 공원 > 도시근린공원,여행,서울특별시 양천구 안양천로 1026 공중화장실,,,http://place.map.kakao.com/17384571,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
생태공원|산책하기 좋은 곳,부천자연생태공원,37.50374560154071,126.81740211128286,양천구,여행 > 공원,여행,,,032-320-3000,http://place.map.kakao.com/26621813,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서울숲,지양숲공원,37.5157287199368,126.832445254312,양천구,여행 > 공원 > 도시근린공원,여행,서울 양천구 은행정로5길 36,,02-2620-3574,http://place.map.kakao.com/2068398348,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
숲,지식의숲 스터디카페,37.5360175,126.8276788,양천구,"서비스,산업>장소대여","서비스,산업",서울특별시 양천구 가로공원로 105 3층 지식의숲 스터디카페,,,https://www.instagram.com/kitchen.forest?igsh=aWJ4azM3eXFjNGVo,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
쉼터,넘은들공원 책쉼터,37.5130283,126.8404513,양천구,"교육,학문>도서관","교육,학문",서울특별시 양천구 남부순환로 634,,,https://cafe.naver.com/ycbookcafe,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|도서관|공원,True,3
자연 공원,부천자연생태공원 루미나래 도화몽,37.503267690467,126.817740296502,양천구,"여행 > 관광,명소",여행,,,,http://place.map.kakao.com/1012715456,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
정원,안양천가족정원,37.5203305,126.8792196,양천구,"여행,명소>근린공원","여행,명소",,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
한강공원,양화한강공원 배구장,37.5433621503793,126.894584735446,양천구,"스포츠,레저 > 배구 > 배구장","스포츠,레저",,,02-785-0478,http://place.map.kakao.com/27597311,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
공원,양화한강공원,37.5378083426973,126.90293825104,영등포구,여행 > 공원,여행,서울 영등포구 노들로 221,,02-3780-0581,http://place.map.kakao.com/8143124,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
공원|산책하기 좋은 곳,문래근린공원,37.5167423988842,126.89394350263,영등포구|구로구,여행 > 공원 > 도시근린공원,여행,서울 영등포구 여의동로 48,,02-679-4028,http://place.map.kakao.com/11731618,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,신길책마루문화센터 도서관,37.504133369695055,126.90975517166186,영등포구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 영등포구 신길로 131,,02-2165-7700,http://place.map.kakao.com/1800567409,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
복합문화공간,선유도공원 이야기관,37.5431550471226,126.900976006096,영등포구,"문화,예술 > 문화시설 > 전시관","문화,예술",서울 영등포구 선유로 343,,02-781-2290,http://place.map.kakao.com/26583145,카카오,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원,True,1
산책로,앙카라공원,37.5177329,126.9302894,영등포구,"여행,명소>근린공원","여행,명소",서울특별시 영등포구 여의대방로 372-1,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로|수목원,선유도공원,37.543418,126.90014,영등포구,"여행,명소>근린공원","여행,명소",서울특별시 영등포구 선유로 343,,,http://parks.seoul.go.kr/seonyudo,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
생태공원,여의도 샛강생태공원문화다리,37.5187612,126.9183975,영등포구,자연공원>부속시설,자연공원,,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,빙숲문래,37.5138955116927,126.892265577654,영등포구,음식점 > 카페,음식점,서울 영등포구 도림로141길 15,,0503-7151-5304,http://place.map.kakao.com/829789198,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
수목원,당산공원이끼정원,37.5254314,126.8958763,영등포구,"여행,명소>식물원,수목원","여행,명소",서울특별시 영등포구 당산로27길 12,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
숲,이마트24 영등포푸른숲마을점,37.5087308,126.9178428,영등포구,"생활,편의>편의점","생활,편의",서울특별시 영등포구 가마산로79길 46 푸른숲마을신길동 아파트상가,,,https://abr.ge/3uedxc,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲길,여의도공원자연생태의숲,37.5233271,126.9175255,영등포구,"여행,명소>숲,숲길","여행,명소",서울특별시 영등포구 여의공원로 68,서울특별시 영등포구 여의도동 2,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|숲,True,2
쉼터,당산나루소공원,37.532775,126.9005246,영등포구,"레져,체육시설>공원","레져,체육시설",서울특별시 영등포구 양평로 104,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
식물원,선유도공원 시간의정원,37.543881849366,126.899549281341,영등포구,"여행 > 관광,명소 > 수목원,식물원",여행,서울 영등포구 선유로 343,,,http://place.map.kakao.com/17559123,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
야경,양화 한강공원,37.5430082,126.8957603,영등포구,"여행,명소>시민공원","여행,명소",서울특별시 영등포구 노들로 113 양화개나리점,,,http://hangang.seoul.go.kr/archives/46804,네이버,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원|한강,True,2
야경|공원,여의도 이크루즈,37.5249146,126.9379665,영등포구,"유람선,관광선","유람선,관광선",서울특별시 영등포구 여의동로 290 이크루즈 매표소,,,https://buly.kr/9tCliOP,네이버,안전|환경,환경취약,환경|안전|교통|소음,안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
조용한,셰프의 아이들,37.5236937,126.8964461,영등포구,"카페,디저트>베이커리","카페,디저트","서울특별시 영등포구 당산로 102 1층, 2층",,,https://www.instagram.com/chefs_aidul,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
